COD_SUCURSAL;COD_CLIENTE;SERIE;COD_TIPO_DOCUMENTO;DOCUMENTO;FECHA_EMISION;FECHA_VENCIMIENTO;SALDO;MORA
J;7243;fet0;FT;51457;29-08-2014;29-09-2014;173074;696
J;7243;fet0;FT;51695;29-09-2014;29-10-2014;329604;666
F;7252;fet0;FT;136887;21-07-2016;22-08-2016;116612;3
f;7279;FET0;FN;136321;24-06-2016;23-08-2016;107100;2
F;7279;FET0;FT;136576;30-06-2016;01-08-2016;3171073;24
f;7279;FET0;FN;146069;27-07-2016;26-09-2016;107100;-32
F;7279;fet0;FT;146247;29-07-2016;29-08-2016;2706983;-4
F2;7279;FNN0;FN;672032;13-07-2015;12-08-2015;438872;379
f2;7279;net0;NC;9335;28-12-2015;28-12-2015;-1;241
f2;7279;net0;NC;9337;28-12-2015;28-12-2015;-1;241
f2;7279;FET0;FT;141218;12-07-2016;11-08-2016;609957;14
F2;7279;FET0;FT;141029;29-06-2016;29-07-2016;32387;27
f2;7279;FET0;FT;141116;30-06-2016;29-08-2016;385878;-4
f2;7279;FET0;FT;141117;30-06-2016;30-07-2016;592477;26
F2;7279;FET0;FT;141398;27-07-2016;26-08-2016;32387;-1
F2;7279;FET0;FN;147572;09-08-2016;08-09-2016;561377;-14
f2;7283;fet0;FT;67904;31-12-2014;30-01-2015;8211;573
F2;7283;FET0;FT;141030;29-06-2016;29-07-2016;12224;27
f2;7283;fet0;FT;141221;12-07-2016;11-08-2016;377751;14
f2;7283;FET0;FT;141144;05-07-2016;04-08-2016;227990;21
F2;7283;FET0;FT;141353;25-07-2016;24-08-2016;203928;1
f2;7283;fet0;FT;147465;29-07-2016;28-08-2016;12833;-3
F2;7283;FET0;FN;147567;09-08-2016;08-09-2016;157794;-14
F2;7283;FET0;FT;147569;09-08-2016;08-09-2016;6685;-14
I;7407;FET0;FN;98977;31-08-2015;30-09-2015;5676;330
I;7407;FNN1;FN;661107;24-07-2013;02-09-2013;23032;1088
I;7407;FET0;FN;130130;30-06-2016;01-08-2016;661778;24
I;7407;FET0;FN;143124;29-07-2016;29-08-2016;634463;-4
I;7470;FNN0;FN;661457;30-08-2013;30-09-2013;26180;1060
I;7470;fet0;FT;99039;07-09-2015;07-09-2015;265370;353
J;7473;FET0;FT;135352;28-06-2016;28-07-2016;3337950;28
J;7473;FET0;FT;144106;29-07-2016;29-08-2016;4231640;-4
g;7500;FET0;FN;22888;31-07-2013;30-09-2013;1447549;1060
g;7500;FET0;FN;36376;30-10-2013;30-12-2013;822346;969
G;7500;FET0;FN;65695;22-12-2014;20-02-2015;90000;552
G;7500;FET0;FT;5755;28-03-2013;29-04-2013;2018128;1214
G;7500;fet0;FT;6014;30-04-2013;30-05-2013;1083330;1183
G;7500;fet0;FT;22538;24-06-2013;24-07-2013;1447549;1128
G;7500;fet0;FT;22807;24-07-2013;23-08-2013;1610905;1098
G;7500;fet0;FT;22843;26-07-2013;26-08-2013;1009064;1095
G;7500;fet0;FT;36274;16-10-2013;15-11-2013;222556;1014
G;7500;FET0;FT;36310;22-10-2013;21-11-2013;139230;1008
G;7500;FET0;FT;139543;21-06-2016;21-07-2016;79361;35
G;7500;FET0;FN;139578;28-06-2016;29-08-2016;639025;-4
g;7500;FET0;FN;139605;29-06-2016;29-07-2016;589491;27
G;7500;FET0;FT;139662;04-07-2016;03-08-2016;79361;22
G;7500;FET0;FT;139667;05-07-2016;04-08-2016;23808;21
G;7500;FET0;FT;139674;06-07-2016;05-08-2016;7936;20
G;7500;FET0;FT;139675;06-07-2016;05-08-2016;1422149;20
g;7500;fet0;FT;139686;07-07-2016;08-08-2016;39681;17
g;7500;FET0;FN;139706;18-07-2016;16-09-2016;1378053;-22
G;7500;FET0;FT;139715;18-07-2016;17-08-2016;119042;8
G;7500;FET0;FT;139724;18-07-2016;17-08-2016;23808;8
g;7500;fet0;FT;139739;20-07-2016;19-08-2016;119042;6
g;7500;FET0;FN;139742;20-07-2016;19-09-2016;1205708;-25
G;7500;FET0;FT;139746;21-07-2016;22-08-2016;119042;3
g;7500;fet0;FT;139765;22-07-2016;22-08-2016;119042;3
G;7500;FET0;FT;139781;26-07-2016;25-08-2016;71425;0
g;7500;FET0;FN;139804;27-07-2016;26-08-2016;542491;-1
g;7500;fet0;FT;139859;29-07-2016;29-08-2016;111106;-4
G;7500;FET0;FT;139892;04-08-2016;05-09-2016;142850;-11
g;7500;fet0;FT;139926;11-08-2016;12-09-2016;79361;-18
g;7500;FET0;FN;139928;11-08-2016;10-10-2016;1378053;-46
G;7500;FET0;FT;139936;12-08-2016;12-09-2016;119042;-18
I;7505;FET0;FN;142955;30-06-2016;01-08-2016;6072570;24
I;7505;FET0;FN;143145;29-07-2016;29-08-2016;6190380;-4
F2;7549;FET0;FT;120629;29-01-2016;29-03-2016;212058;149
F2;7549;FET0;FT;120630;29-01-2016;28-02-2016;42411;179
F2;7549;AN;AN;120288;28-04-2016;28-04-2016;-106029;119
f2;7549;an;an;128222;10-05-2016;10-05-2016;-2;107
F2;7549;FET0;FT;141031;29-06-2016;29-07-2016;30202;27
f2;7549;FET0;FT;141149;06-07-2016;04-09-2016;212058;-10
f2;7549;FET0;FT;141150;06-07-2016;05-08-2016;84823;20
f2;7549;FET0;FT;141262;15-07-2016;13-09-2016;106029;-19
f2;7549;FET0;FT;141263;15-07-2016;14-08-2016;14137;11
f2;7549;fet0;FT;141265;15-07-2016;14-08-2016;431185;11
F2;7549;FET0;FT;141399;27-07-2016;26-08-2016;30202;-1
F2;7549;FET0;FT;147537;05-08-2016;04-10-2016;212058;-40
F2;7549;FET0;FT;147538;05-08-2016;04-09-2016;113098;-10
J;7618;FNN0;FN;524422;30-12-2009;29-01-2010;19021;2400
j;7618;FNN0;FN;524739;29-01-2010;01-03-2010;19021;2369
J;7618;FNN0;FN;551045;26-02-2010;29-03-2010;19021;2341
j;7618;FNN0;FN;551334;31-03-2010;30-04-2010;26347;2309
j;7618;FNN0;FN;551617;30-04-2010;31-05-2010;15451;2278
j;7618;FNN0;FN;551892;31-05-2010;30-06-2010;15451;2248
j;7618;FNN0;FN;559639;30-06-2010;30-07-2010;11695;2218
j;7618;FNN0;FN;559895;30-07-2010;30-08-2010;3570;2187
j;7618;FNN0;FN;560177;31-08-2010;30-09-2010;3570;2156
J;7618;FNN0;FN;560446;30-09-2010;01-11-2010;3570;2124
j;7618;FNN0;FN;568241;29-10-2010;29-11-2010;3570;2096
j;7618;FNN0;FN;574030;30-11-2010;30-12-2010;3570;2065
j;7618;FNN0;FN;574339;30-12-2010;31-01-2011;3570;2033
j;7618;FNN0;FN;575123;31-01-2011;02-03-2011;3570;2003
j;7618;FNN0;FN;575417;28-02-2011;30-03-2011;3570;1975
j;7618;FNN0;FN;586739;31-03-2011;02-05-2011;3570;1942
j;7618;FNN0;FN;592539;29-04-2011;30-05-2011;3570;1914
J;7618;fnn0;FN;592960;31-05-2011;30-06-2011;17850;1883
j;7618;FNN0;FN;593155;30-06-2011;01-08-2011;3570;1851
j;7618;FNN0;FN;593437;25-07-2011;24-08-2011;3570;1828
J;7620;FET0;FT;121122;29-03-2016;28-04-2016;68115;119
H1;7683;FET0;FT;121907;27-02-2016;28-03-2016;5355;150
H1;7683;FET0;FT;130961;31-05-2016;30-06-2016;7454;56
H1;7683;FET0;FT;141577;06-07-2016;05-08-2016;77283;20
h1;7683;FET0;FN;141679;27-07-2016;26-08-2016;7454;-1
F1;7714;FET0;FT;138853;01-07-2016;31-07-2016;89250;25
F1;7714;FET0;FT;140607;26-07-2016;25-08-2016;264180;0
j;7801;FET0;FN;544;26-11-2012;26-12-2012;5355;1338
j;7801;FET0;FN;1296;25-01-2013;25-02-2013;5355;1277
j;7801;FET0;FN;12327;21-02-2013;25-03-2013;5355;1249
j;7801;FET0;FN;12686;19-03-2013;18-04-2013;5355;1225
j;7801;FET0;FN;13044;22-04-2013;22-05-2013;5676;1191
j;7801;FET0;FN;13420;23-05-2013;24-06-2013;5676;1158
j;7801;FET0;FN;13780;25-06-2013;25-07-2013;5676;1127
j;7801;FET0;FN;25792;23-09-2013;23-10-2013;5676;1037
j;7801;FNN0;FN;560181;31-08-2010;30-09-2010;4463;2156
J;7801;FNN0;FN;560450;30-09-2010;01-11-2010;4463;2124
j;7801;FNN0;FN;568245;29-10-2010;29-11-2010;8925;2096
j;7801;FNN0;FN;586741;31-03-2011;02-05-2011;8925;1942
j;7801;FNN0;FN;586742;31-03-2011;02-05-2011;4463;1942
j;7801;FNN0;FN;592541;29-04-2011;30-05-2011;8925;1914
j;7801;FNN0;FN;592542;29-04-2011;30-05-2011;4463;1914
j;7801;FNN0;FN;592852;31-05-2011;30-06-2011;8925;1883
j;7801;FNN0;FN;592853;31-05-2011;30-06-2011;4463;1883
j;7801;FNN0;FN;593157;30-06-2011;01-08-2011;8925;1851
j;7801;FNN0;FN;593158;30-06-2011;01-08-2011;4463;1851
j;7801;FNN0;FN;593439;25-07-2011;24-08-2011;8925;1828
j;7801;FNN0;FN;593440;25-07-2011;24-08-2011;4463;1828
j;7801;FNN0;FN;603787;26-08-2011;26-09-2011;8925;1795
j;7801;FNN0;FN;603788;26-08-2011;26-09-2011;4463;1795
j;7801;FNN0;FN;604086;27-09-2011;27-10-2011;4463;1764
J;7801;FNN0;FN;624646;28-02-2012;29-03-2012;5355;1610
J;7801;FNN0;FN;624647;28-02-2012;29-03-2012;5355;1610
j;7801;FNN0;FN;644955;24-09-2012;24-10-2012;5355;1401
J;7801;FET0;FT;25527;27-08-2013;26-09-2013;29857;1064
J;7801;fet0;FT;26331;30-10-2013;29-11-2013;29857;1000
F;7841;FET0;FN;30558;20-08-2013;21-10-2013;53550;1039
F;7841;FET0;FN;32009;17-09-2013;18-11-2013;53550;1011
F;7841;FET0;FN;33068;09-10-2013;09-12-2013;53550;990
F;7841;FET0;FT;33891;26-10-2013;25-11-2013;94248;1004
F2;7841;FNN0;FN;672182;13-07-2015;12-08-2015;66521;379
F2;7841;FNN0;FN;672209;13-07-2015;12-08-2015;59262;379
f2;7841;FNN0;FN;672389;13-07-2015;12-08-2015;59262;379
f2;7841;FNN0;FN;672426;13-07-2015;12-08-2015;199563;379
f2;7841;FNN0;FN;672467;13-07-2015;12-08-2015;141467;379
f2;7841;FNN0;FN;672490;13-07-2015;12-08-2015;62475;379
F2;7841;fet0;FT;93572;15-07-2015;14-08-2015;98176;377
F2;7841;FET0;FT;135756;13-06-2016;12-08-2016;48195;13
f2;7841;FET0;FT;135816;16-06-2016;15-08-2016;90440;10
f2;7841;FET0;FT;135870;20-06-2016;19-08-2016;126783;6
F2;7841;FET0;FT;140975;28-06-2016;27-08-2016;90440;-2
F2;7841;FET0;FT;141176;07-07-2016;06-08-2016;74375;19
f2;7841;FET0;FT;141269;15-07-2016;13-09-2016;82241;-19
F2;7841;FET0;FT;141427;28-07-2016;26-09-2016;90440;-32
f2;7841;FET0;FT;147516;02-08-2016;01-10-2016;169765;-37
F2;7841;FET0;FT;147605;11-08-2016;10-10-2016;32130;-46
j;7860;FET0;FN;50706;23-06-2014;23-07-2014;5676;764
j;7860;FET0;FN;51004;24-07-2014;25-08-2014;5676;731
j;7860;FET0;FN;51262;22-08-2014;22-09-2014;5676;703
j;7860;FNN0;FN;603789;26-08-2011;26-09-2011;4462;1795
j;7860;FNN0;FN;604399;26-10-2011;25-11-2011;8925;1735
j;7860;FNN0;FN;635470;26-06-2012;26-07-2012;10710;1491
j;7860;fnn0;FN;648060;26-09-2012;26-10-2012;59714;1399
J;7860;fet0;FT;13880;26-06-2013;26-07-2013;5676;1126
J;7860;fet0;FT;25187;24-07-2013;23-08-2013;5676;1098
J;7860;FET0;FT;25514;27-08-2013;26-09-2013;5676;1064
J;7860;fet0;FT;26033;30-09-2013;30-10-2013;29857;1030
J;7860;fet0;FT;90725;08-06-2015;08-07-2015;173074;414
J;7860;FET0;FT;90896;30-06-2015;30-07-2015;58560;392
J;7860;FET0;FT;116463;27-01-2016;26-02-2016;5676;181
J;7860;FET0;FT;120845;29-02-2016;30-03-2016;5676;148
J;7860;FET0;FT;121123;29-03-2016;28-04-2016;5676;119
H;7897;FET0;FT;115607;24-02-2016;25-03-2016;4143580;153
H;7897;FET0;FT;121195;27-02-2016;28-03-2016;4218550;150
H;7897;FET0;FT;121388;24-03-2016;25-04-2016;3704470;122
H;7897;fet0;FT;132559;30-05-2016;29-06-2016;749700;57
H;7897;fet0;FT;132560;30-05-2016;29-06-2016;3861550;57
H;7897;FET0;FT;132605;31-05-2016;30-06-2016;824670;56
H;7897;FET0;FT;132606;31-05-2016;30-06-2016;3337950;56
H;7897;fet0;FT;139168;24-06-2016;25-07-2016;899640;31
H;7897;FET0;FT;139169;24-06-2016;25-07-2016;3927000;31
H;7897;FET0;FT;139251;29-06-2016;29-07-2016;974610;27
H;7897;FET0;FT;139252;29-06-2016;29-07-2016;3599750;27
H;7897;fet0;FT;147061;29-07-2016;29-08-2016;824670;-4
H;7897;FET0;FT;147062;29-07-2016;29-08-2016;3403400;-4
h;7897;an;AN;115339;31-07-2016;31-07-2016;-4293520;25
H;7897;fet0;FT;147178;10-08-2016;09-09-2016;696150;-15
H;7897;FET0;FT;147179;10-08-2016;09-09-2016;3594990;-15
H;7897;FET0;FT;147180;10-08-2016;09-09-2016;2984520;-15
H;7897;FET0;FT;147181;10-08-2016;09-09-2016;850850;-15
H;7897;FET0;FT;147182;10-08-2016;09-09-2016;696150;-15
H;7897;FET0;FT;147183;10-08-2016;09-09-2016;3391500;-15
H;7897;fet0;FT;147184;10-08-2016;09-09-2016;618800;-15
H;7897;FET0;FT;147185;10-08-2016;09-09-2016;3391500;-15
H;7897;fet0;FT;147186;10-08-2016;09-09-2016;773500;-15
H;7897;FET0;FT;147187;10-08-2016;09-09-2016;2984520;-15
H;7897;fet0;FT;147188;10-08-2016;09-09-2016;928200;-15
H;7897;FET0;FT;147189;10-08-2016;09-09-2016;3323670;-15
H;7897;fet0;FT;147190;10-08-2016;09-09-2016;928200;-15
H;7897;FET0;FT;147191;10-08-2016;09-09-2016;2984520;-15
J;7898;fet0;FT;12980;04-04-2013;04-04-2013;28798;1239
J;7898;FET0;FT;12981;04-04-2013;04-04-2013;28798;1239
H;8072;FET0;FT;89099;07-07-2015;06-08-2015;69615;385
H;8072;FET0;FT;89115;09-07-2015;10-08-2015;23205;381
H;8072;FET0;FT;94981;23-07-2015;24-08-2015;46410;367
H;8072;fet0;FT;94989;24-07-2015;24-08-2015;4462;367
H;8072;fet0;FT;95225;19-08-2015;18-09-2015;46410;342
H;8072;FET0;FT;95339;26-08-2015;25-09-2015;27667;335
H;8072;FET0;FT;101100;29-09-2015;29-10-2015;62118;301
H;8072;fet0;FT;103893;29-10-2015;30-11-2015;62118;269
F;8108;FET0;FT;136776;15-07-2016;15-08-2016;38485;10
f;8108;FET0;FN;146070;27-07-2016;26-08-2016;24783;-1
j;8308;FNN0;FN;586744;31-03-2011;02-05-2011;4463;1942
J;8308;FNN0;FN;586809;31-03-2011;02-05-2011;26775;1942
J;8308;fnn0;FN;603915;31-08-2011;30-09-2011;8925;1791
c;8334;an;AN;113281;12-02-2016;12-02-2016;-742560;195
c;8334;fet0;FT;71874;31-03-2015;30-04-2015;514080;483
c;8334;fet0;FT;71877;31-03-2015;30-04-2015;694960;483
C;8334;fet0;FT;83915;20-04-2015;20-05-2015;2779840;463
c;8334;FET0;FT;110357;24-11-2015;24-12-2015;2023000;245
c;8334;FET0;FT;110430;27-11-2015;28-12-2015;204680;241
c;8334;FET0;FT;110472;30-11-2015;30-12-2015;537880;239
c;8334;fet0;FT;110481;30-11-2015;30-12-2015;694960;239
c;8334;fet0;FT;110482;30-11-2015;30-12-2015;694960;239
c;8334;fet0;FT;113319;30-12-2015;29-01-2016;742560;209
c;8334;fet0;FT;113337;30-12-2015;29-01-2016;742560;209
C;8334;FET0;FT;113382;31-12-2015;01-02-2016;742560;206
C;8334;FET0;FT;113383;31-12-2015;01-02-2016;1075760;206
C;8334;FET0;FT;113384;31-12-2015;01-02-2016;694960;206
C;8334;FET0;FT;113385;31-12-2015;01-02-2016;1485120;206
c;8334;fet0;FT;113598;29-01-2016;29-02-2016;537880;178
c;8334;fet0;FT;113599;29-01-2016;29-02-2016;537880;178
c;8334;fet0;FT;113600;29-01-2016;29-02-2016;742560;178
c;8334;fet0;FT;113601;29-01-2016;29-02-2016;742560;178
c;8334;FET0;FT;117643;29-01-2016;29-02-2016;742560;178
c;8334;fet0;FT;117929;29-02-2016;30-03-2016;742560;148
c;8334;fet0;FT;117930;29-02-2016;30-03-2016;1485120;148
c;8334;fet0;FT;129203;31-03-2016;02-05-2016;537880;115
c;8334;FET0;FT;129491;29-04-2016;30-05-2016;445084;87
c;8334;fet0;FT;129610;25-05-2016;24-06-2016;561799;62
c;8334;fet0;FT;129611;25-05-2016;24-06-2016;561799;62
c;8334;fet0;FT;129616;25-05-2016;24-06-2016;213367;62
c;8334;fet0;FT;129617;25-05-2016;24-06-2016;213367;62
c;8334;fet0;FT;129618;25-05-2016;24-06-2016;213367;62
c;8334;fet0;FT;137193;24-06-2016;25-07-2016;561799;31
c;8334;fet0;FT;137228;29-06-2016;29-07-2016;99484;27
c;8334;FET0;FT;137282;30-06-2016;01-08-2016;2673930;24
c;8334;fet0;FT;137483;27-07-2016;26-08-2016;775166;-1
c;8334;fet0;FT;137484;27-07-2016;26-08-2016;99484;-1
c;8334;FET0;FT;137516;27-07-2016;26-08-2016;3235729;-1
c;8334;fet0;FT;137623;29-07-2016;29-08-2016;99484;-4
F;8334;fet0;FT;130428;29-04-2016;30-05-2016;177759;87
F;8334;FET0;FT;133567;31-05-2016;30-06-2016;177759;56
f;8334;FET0;FN;136323;24-06-2016;25-07-2016;13466;31
f;8334;FET0;FN;136324;24-06-2016;25-07-2016;118106;31
F;8334;fet0;FT;136702;11-07-2016;10-08-2016;914427;15
f;8334;FET0;FN;146072;27-07-2016;26-08-2016;165342;-1
F;8334;FET0;FT;146199;28-07-2016;29-08-2016;3728;-4
F;8334;FET0;FT;146329;08-08-2016;07-09-2016;816786;-13
G;8334;FET0;FT;114795;28-01-2016;29-02-2016;1723120;178
g;8334;fet0;FT;128903;29-04-2016;30-05-2016;210115;87
G;8334;FET0;FT;129085;27-05-2016;27-06-2016;210115;59
G;8334;FET0;FT;139772;25-07-2016;24-08-2016;4312679;1
g;8334;fet0;FT;139854;28-07-2016;29-08-2016;2403800;-4
J;8334;FET0;FT;69336;05-01-2015;04-02-2015;19266;568
J;8344;FET0;FN;26490;25-11-2013;25-12-2013;11353;974
j;8344;FET0;FN;69075;23-12-2014;22-01-2015;5676;581
j;8344;FET0;FN;69410;23-01-2015;23-02-2015;5676;549
J;8344;FET0;FN;74200;25-02-2015;27-03-2015;5676;517
j;8344;FET0;FN;74447;30-03-2015;29-04-2015;5676;484
j;8344;fnn0;FN;644887;03-09-2012;03-10-2012;30369;1422
J;8344;fet0;FT;26366;30-10-2013;29-11-2013;30405;1000
J;8344;fet0;FT;26396;07-11-2013;09-12-2013;30405;990
J;8344;FET0;FT;26439;18-11-2013;18-12-2013;60809;981
J;8344;fet0;FT;26689;29-11-2013;30-12-2013;11353;969
J;8344;fet0;FT;26736;03-12-2013;02-01-2014;30405;966
J;8344;fet0;FT;26784;13-12-2013;13-01-2014;30405;955
J;8344;fet0;FT;50826;26-06-2014;28-07-2014;5676;759
J;8344;fet0;FT;50830;26-06-2014;28-07-2014;30405;759
J;8344;fet0;FT;50878;30-06-2014;30-07-2014;30405;757
J;8344;fet0;FT;50884;30-06-2014;30-07-2014;5676;757
J;8344;FET0;FT;69184;29-12-2014;28-01-2015;5676;575
J;8344;fet0;FT;74015;28-01-2015;27-02-2015;5676;545
J;8344;fet0;FT;74075;29-01-2015;02-03-2015;30405;542
J;8344;FET0;FT;74292;26-02-2015;30-03-2015;5676;514
J;8344;FET0;FT;81896;31-03-2015;30-04-2015;30405;483
J;8344;fet0;FT;81951;31-03-2015;30-04-2015;5676;483
J;8344;FET0;FT;82151;30-04-2015;01-06-2015;11353;451
J;8344;fet0;FT;90668;29-05-2015;29-06-2015;11353;423
J;8344;FET0;FT;90898;30-06-2015;30-07-2015;60809;392
J;8344;fet0;FT;91124;31-07-2015;31-08-2015;11353;360
J;8344;fet0;FT;99321;31-08-2015;30-09-2015;60809;330
J;8344;FET0;FT;99346;31-08-2015;30-09-2015;11353;330
J;8344;fet0;FT;103408;30-09-2015;30-10-2015;11353;300
J;8344;fet0;FT;109166;29-10-2015;30-11-2015;11353;269
F1;8387;FET0;FT;132643;26-04-2016;26-05-2016;431970;91
F1;8387;FET0;FT;132847;29-04-2016;29-05-2016;5355;88
F1;8387;FET0;FT;134487;31-05-2016;30-06-2016;12495;56
F1;8387;FET0;FT;138798;30-06-2016;30-07-2016;12495;26
F1;8387;FET0;FT;140322;18-07-2016;17-08-2016;431970;8
F1;8387;FET0;FT;140853;29-07-2016;28-08-2016;12495;-3
F2;8406;FNN0;FN;668352;13-07-2015;12-08-2015;44554;379
F2;8406;FNN0;FN;671191;13-07-2015;12-08-2015;44554;379
F2;8406;FNN0;FN;671443;13-07-2015;12-08-2015;161140;379
F2;8406;FNN0;FN;672214;13-07-2015;12-08-2015;282473;379
F2;8406;FNN0;FN;672263;13-07-2015;12-08-2015;44554;379
f2;8406;fet0;FT;72733;30-01-2015;01-03-2015;44554;543
f2;8406;fet0;FT;77184;26-02-2015;28-03-2015;44554;516
F2;8406;fet0;FT;78727;30-03-2015;29-04-2015;44553;484
J;8422;FNN0;FN;524431;30-12-2009;29-01-2010;4463;2400
j;8422;FNN0;FN;524748;29-01-2010;01-03-2010;4463;2369
J;8422;FNN0;FN;551053;26-02-2010;29-03-2010;4463;2341
j;8422;FNN0;FN;551342;31-03-2010;30-04-2010;4463;2309
j;8422;FNN0;FN;551625;30-04-2010;31-05-2010;4463;2278
j;8422;FNN0;FN;551900;31-05-2010;30-06-2010;4463;2248
j;8422;FNN0;FN;559647;30-06-2010;30-07-2010;4463;2218
j;8422;FNN0;FN;559903;30-07-2010;30-08-2010;4463;2187
j;8447;FET0;FN;1299;25-01-2013;25-02-2013;26775;1277
j;8447;FET0;FN;13423;23-05-2013;24-06-2013;28382;1158
j;8447;FET0;FN;13783;25-06-2013;25-07-2013;28382;1127
j;8447;FET0;FN;25097;22-07-2013;21-08-2013;28382;1100
J;8447;FET0;FN;25440;23-08-2013;23-09-2013;28382;1067
j;8447;FET0;FN;25795;23-09-2013;23-10-2013;28382;1037
j;8447;FET0;FN;26122;22-10-2013;21-11-2013;28382;1008
J;8447;FET0;FN;26491;25-11-2013;25-12-2013;28382;974
j;8447;FET0;FN;26838;23-12-2013;22-01-2014;28382;946
j;8447;FET0;FN;44202;28-01-2014;27-02-2014;28382;910
j;8447;FET0;FN;44510;25-02-2014;27-03-2014;28382;882
J;8447;FET0;FN;44842;26-03-2014;25-04-2014;28382;853
j;8447;FET0;FN;50148;28-04-2014;28-05-2014;28382;820
j;8447;FET0;FN;50409;27-05-2014;26-06-2014;28382;791
j;8447;FET0;FN;50708;23-06-2014;23-07-2014;28382;764
j;8447;FET0;FN;51006;24-07-2014;25-08-2014;28382;731
j;8447;FET0;FN;51264;22-08-2014;22-09-2014;28382;703
j;8447;FET0;FN;51561;22-09-2014;22-10-2014;28382;673
J;8447;FET0;FN;51847;20-10-2014;19-11-2014;28382;645
j;8447;FET0;FN;65223;25-11-2014;25-12-2014;28382;609
j;8447;FET0;FN;69076;23-12-2014;22-01-2015;28382;581
j;8447;FET0;FN;69411;23-01-2015;23-02-2015;28382;549
J;8447;FET0;FN;74201;25-02-2015;27-03-2015;28382;517
j;8447;FET0;FN;74448;30-03-2015;29-04-2015;28382;484
j;8447;FET0;FN;82048;28-04-2015;28-05-2015;28382;455
j;8447;FET0;FN;82275;27-05-2015;26-06-2015;28382;426
j;8447;FET0;FN;90801;26-06-2015;27-07-2015;28382;395
j;8447;FET0;FN;91033;29-07-2015;28-08-2015;28382;363
j;8447;FET0;FN;98083;25-08-2015;24-09-2015;28382;336
j;8447;FET0;FN;99498;28-09-2015;28-10-2015;28382;302
j;8447;FET0;FN;103562;28-10-2015;27-11-2015;28382;272
J;8447;FET0;FT;1439;30-01-2013;01-03-2013;31368;1273
J;8447;fet0;FT;12430;26-02-2013;28-03-2013;21420;1246
J;8464;FNN0;FN;524835;29-01-2010;01-03-2010;4463;2369
J;8464;FNN0;FN;551054;26-02-2010;29-03-2010;4463;2341
j;8464;FNN0;FN;551343;31-03-2010;30-04-2010;4463;2309
j;8464;FNN0;FN;551626;30-04-2010;31-05-2010;4463;2278
j;8464;FNN0;FN;551901;31-05-2010;30-06-2010;4463;2248
j;8464;FNN0;FN;559648;30-06-2010;30-07-2010;4463;2218
j;8464;FNN0;FN;559905;30-07-2010;30-08-2010;4463;2187
j;8464;FNN0;FN;560187;31-08-2010;30-09-2010;4463;2156
J;8464;FNN0;FN;560456;30-09-2010;01-11-2010;4463;2124
j;8464;FNN0;FN;568252;29-10-2010;29-11-2010;4463;2096
j;8464;FNN0;FN;574041;30-11-2010;30-12-2010;4463;2065
j;8464;FNN0;FN;574349;30-12-2010;31-01-2011;4463;2033
j;8464;FNN0;FN;575133;31-01-2011;02-03-2011;4463;2003
j;8464;FNN0;FN;586745;31-03-2011;02-05-2011;4463;1942
j;8464;FNN0;FN;592544;29-04-2011;30-05-2011;4463;1914
j;8464;FNN0;FN;592855;31-05-2011;30-06-2011;4463;1883
j;8464;FNN0;FN;593160;30-06-2011;01-08-2011;4463;1851
j;8464;FNN0;FN;593445;25-07-2011;24-08-2011;4463;1828
f;8472;net1;NC;9054;27-10-2015;27-10-2015;-107100;303
H;8489;FET0;FT;103865;29-10-2015;30-11-2015;14958;269
H;8489;FET0;FT;121165;27-02-2016;28-03-2016;14958;150
H;8489;FET0;FT;121198;27-02-2016;28-03-2016;39179;150
H;8489;FET0;FT;121437;30-03-2016;29-04-2016;14958;118
H;8489;FET0;FT;132240;28-04-2016;30-05-2016;15856;87
H;8489;FET0;FT;132324;29-04-2016;30-05-2016;39180;87
H;8489;FET0;FT;132582;30-05-2016;29-06-2016;6033;57
H;8489;FET0;FT;139279;30-06-2016;01-08-2016;15494;24
H;8489;FET0;FT;139286;30-06-2016;01-08-2016;33522;24
H;8489;FET0;FN;146989;28-07-2016;29-08-2016;6033;-4
H;8489;fet0;FT;147099;29-07-2016;29-08-2016;39180;-4
I;8489;FET0;FN;89575;31-07-2015;31-08-2015;44744;360
j;8619;FET0;FN;26123;22-10-2013;21-11-2013;8925;1008
J;8619;FET0;FN;74202;25-02-2015;27-03-2015;4463;517
j;8619;FET0;FN;99499;28-09-2015;28-10-2015;9965;302
j;8619;fnn0;FN;644787;29-08-2012;28-09-2012;29857;1427
J;8619;fet0;FT;26376;30-10-2013;29-11-2013;82911;1000
J;8619;FET0;FT;26548;26-11-2013;26-12-2013;11353;973
J;8619;fet0;FT;26898;27-12-2013;27-01-2014;11353;941
J;8619;fet0;FT;51117;29-07-2014;28-08-2014;59714;728
J;8619;FET0;FT;51368;27-08-2014;26-09-2014;59714;699
J;8619;fet0;FT;51625;26-09-2014;27-10-2014;59714;668
J;8619;FET0;FT;81897;31-03-2015;30-04-2015;5676;483
J;8619;FET0;FT;81898;31-03-2015;30-04-2015;87996;483
g;8654;fet0;FT;129035;25-05-2016;24-06-2016;1082924;62
I;8654;fet0;FT;115662;18-01-2016;18-01-2016;236833;220
c;8739;an;an;90151;31-07-2015;31-07-2015;-160174;391
F;8749;FNN0;FN;627650;15-03-2012;16-04-2012;49980;1592
F;8749;FNN0;FN;631453;11-04-2012;11-05-2012;638435;1567
F;8749;FNN0;FN;631904;17-04-2012;17-05-2012;49980;1561
